i,r1,l1,r2,l2,cyl1_primitive,cyl2_primitive,algoPath,minD,p1x,p1y,p1z,p2x,p2y,p2z,q0,q1,q2,q3,R_temp[0][0],R_temp[0][1],R_temp[0][2],O2x,R_temp[1][0],R_temp[1][1],R_temp[1][2],O2y,R_temp[2][0],R_temp[2][1],R_temp[2][2],O2z,kvec[0],kvec[1],kvec[2],kphi
3156,3.55277,1.83554,5.40642,2.23153,1,1,AXXXX,0,0.393628,-3.53089,1.58948,0.393628,-3.53089,1.58948,0.889875,0.452927,0.0495576,0.0228885,0.99404,0.00415615,0.108934,5.61555,0.0856277,0.588667,-0.803828,-1.80482,-0.0674666,0.808365,0.584803,0.861928,0.992815,0.10863,0.0501715,0.94745
3155,0.866327,4.49921,9.22729,0.269822,5,6,C4b4b,0.805798,-0.203438,-0.842102,4.49921,-0.206876,-0.856335,5.30487,0.999942,0.00881959,-0.00218393,0.00569783,0.999926,-0.0114335,-0.00426709,3.1588,0.0113565,0.999779,-0.0176631,5.04443,0.00446811,0.0176133,0.999835,5.42348,0.82236,-0.203634,0.531279,0.0214499
3154,0.251495,3.16578,7.31167,1.33497,5,2,B2XXX,-0.0295126,0.160618,-0.193524,0,0.1446,-0.174225,0.0155548,0.948663,0.306033,0.0576226,-0.0553363,0.987235,0.14026,0.0754595,4.02826,-0.0697222,0.806564,-0.587021,-4.29658,-0.143198,0.574267,0.806047,-4.74304,0.967574,0.182184,-0.174955,0.64363
3153,0.0913123,4.17925,8.06807,3.43042,3,2,C4b1X,-0.0913123,0,2.78E-17,0.405549,8.88E-16,-9.16E-16,0.405549,0.997322,0.0731077,0.00185727,-0.00107318,0.999991,0.00241218,0.00354767,6.74001,-0.00186906,0.989308,-0.145828,-0.206378,-0.0038615,0.14582,0.989304,0.350958,0.99957,0.0253936,-0.0146732,0.146409
3152,2.23101,3.78427,9.3875,2.84104,5,5,C24bX,-5.32652,2.21438,-0.271837,0,-2.85672,0.35069,-1.50605,0.935625,0.218775,-0.103399,-0.257007,0.846512,0.435682,-0.305939,6.12529,-0.526167,0.77217,-0.356233,-0.694456,0.0810323,0.462531,0.882892,1.01935,0.619765,-0.292919,-0.728073,0.721544
3151,2.05038,1.16972,8.79125,3.3931,3,2,C4a1X,-2.05038,4.44E-16,-8.88E-16,0.890752,-2.66E-15,1.78E-15,0.890752,0.881518,0.215639,-0.277845,-0.315006,0.647147,0.435538,-0.625705,3.78384,-0.675195,0.708542,-0.205134,-5.17245,0.353995,0.555225,0.752604,2.62676,0.456716,-0.588466,-0.667172,0.983458
3150,3.30794,1.66959,8.52424,0.0526685,5,2,C4a2X,-2.69742,3.26763,0.51482,1.15033,0.603084,0.0950167,1.15033,0.918077,0.154439,0.351191,0.0997431,0.733433,-0.0746683,0.675648,6.73404,0.291619,0.9324,-0.213517,3.31496,-0.614031,0.353632,0.705627,-3.82047,0.389602,0.885944,0.251621,0.81519
3149,1.8558,0.324193,9.21145,1.45428,5,5,C4b4b,1.05738,1.06265,1.52144,0,1.42878,2.04565,-0.842142,0.938219,0.233085,-0.217832,0.134035,0.869167,-0.353055,-0.346266,7.26497,0.149962,0.855412,-0.495763,0.247321,0.471232,0.378975,0.796441,-1.25015,0.673574,-0.629498,0.387338,0.706698
3148,2.19498,0.459632,7.38026,1.22631,5,3,C4a4c,0,2.14482,0.466559,-1.11E-16,2.14482,0.466559,-9.99E-16,0.998588,0.0527667,0.00317763,0.00533333,0.999923,-0.0103162,0.00690913,3.04744,0.0109869,0.994374,-0.10535,-5.40566,-0.00578345,0.105418,0.994411,-1.86159,0.99315,0.0598079,0.100381,0.106311
3147,1.50489,3.95368,7.31608,4.58409,5,6,C4b4b,2.9717,1.06292,-1.06532,3.95368,2.43603,-2.44153,6.20126,0.889118,0.312322,0.155857,0.296028,0.776153,-0.429052,0.462062,1.13403,0.623762,0.629646,-0.463106,-7.84237,-0.0922385,0.647658,0.756327,3.68971,0.682406,0.340539,0.646804,0.950762
3146,1.89164,2.12971,5.25715,3.5903,1,1,AXXXX,1.41652,1.89163,0.007364,0.421955,3.30814,0.0128784,0.421955,0.941085,0.338098,-0.00116863,0.00691651,0.999902,-0.0138083,0.00247736,8.56096,0.0122278,0.771284,-0.636374,1.13424,0.00687647,0.636342,0.771377,-0.91249,0.999785,-0.00345573,0.0204527,0.689945
3145,3.39962,4.92842,6.05376,2.74006,5,3,C24cX,-4.50594,2.79742,-1.9318,0,-0.905225,0.625116,0.2369,0.997817,0.0642197,-0.0118445,-0.00987003,0.999525,0.0181757,-0.0249049,4.12611,-0.0212183,0.991557,-0.127925,-2.5183,0.0223695,0.128393,0.991471,-2.34307,0.97237,-0.179341,-0.149445,0.132185
3144,2.44214,4.40179,8.61597,1.87043,5,2,C4b2X,-1.75819,0.926215,2.25968,0.308906,0.259398,0.632851,0.308906,0.990996,0.103978,0.0191603,0.0821493,0.985769,-0.158835,0.055059,3.55092,0.166804,0.96488,-0.202936,8.80213,-0.0208921,0.209232,0.977643,-0.0939157,0.776582,0.143102,0.613548,0.268591
3143,1.65266,0.0268047,5.20594,1.93163,5,4,C24aX,-0.872138,0.166335,1.64427,0.0268047,0.08634,0.853498,-0.332227,0.884318,0.086279,-0.25697,0.380138,0.578923,-0.716667,-0.388891,1.10445,0.627983,0.696102,-0.347964,6.05748,0.520082,-0.042772,0.853045,0.62505,0.184797,-0.550392,0.814198,0.971532
3142,1.76956,0.229493,7.20065,0.545419,5,5,C4b4b,4.84663,1.64273,0.657869,8.88E-16,2.63373,1.05474,-4.7276,0.990194,0.0498513,-0.0989665,-0.0850712,0.965937,0.158607,-0.204474,0.762508,-0.178341,0.980555,-0.0818864,-3.18835,0.18751,0.115563,0.975441,-6.0352,0.35684,-0.708412,-0.608948,0.280321
3141,0.205079,0.89346,5.36275,0.0591656,4,5,B3cXX,0.767894,-0.188382,-0.360803,1.63432,-0.0949171,-0.181792,0.89346,0.98064,0.148062,-0.0757747,-0.103349,0.967154,0.180258,-0.17922,3.95882,-0.225135,0.934793,-0.274728,2.61133,0.118011,0.306053,0.944672,3.28547,0.756114,-0.386963,-0.527779,0.394185
3140,1.36589,3.15991,8.08235,2.3566,3,2,C21XX,-4.26863,1.30805,-0.393255,0,-2.71327,0.815723,0.76717,0.931764,0.361083,-0.0203754,-0.0319407,0.997129,0.044808,-0.0610365,4.90382,-0.0742368,0.737198,-0.671586,-1.44039,0.0149036,0.674189,0.738408,-0.721695,0.994541,-0.0561205,-0.0879752,0.74311
3139,2.62918,0.583636,6.91345,1.43057,5,3,C4b4a,0,-1.09305,1.73764,5.55E-16,-1.09305,1.73764,-3.89E-15,0.928605,0.292096,0.0742983,0.216453,0.895255,-0.358595,0.264438,4.02745,0.445404,0.735655,-0.51032,6.58299,-0.0115371,0.574648,0.818319,-0.381202,0.787174,0.200227,0.583323,0.760321
3138,2.70125,4.57097,9.18796,1.88281,1,1,AXXXX,0,-2.32146,-1.38115,1.75702,-2.32146,-1.38115,1.75702,0.930638,0.342146,-0.0273882,0.126883,0.966301,-0.254906,0.0358481,6.83281,0.217423,0.733673,-0.643779,-0.520659,0.137802,0.629878,0.764371,1.34187,0.934974,-0.074843,0.34673,0.74929
3137,4.10259,3.90813,6.55364,3.3922,3,2,C4a1X,-4.10259,1.33E-15,1.78E-15,0.2208,4.00E-15,3.55E-15,0.2208,0.919091,0.393663,0.0137713,-0.010547,0.999398,0.0302298,0.0170102,2.41139,-0.0085449,0.689837,-0.723914,4.17623,-0.0336181,0.723333,0.68968,4.54486,0.999031,0.0349485,-0.0267661,0.810056
3136,2.01353,1.77695,5.88931,1.69844,5,4,C4c3c,1.0955,-1.54873,1.28676,1.77695,-1.80558,1.50017,2.82031,0.906126,0.0180176,-0.328714,-0.265627,0.642778,0.469538,-0.605285,2.87547,-0.493228,0.858236,0.141978,2.4492,0.586141,0.207283,0.783244,6.26576,0.0425941,-0.777089,-0.627948,0.873524
3135,2.34298,1.35039,8.05274,2.6973,5,6,C4b3b,5.43188,-2.27381,-0.565083,1.35039,-3.53795,-0.879242,6.62377,0.992312,0.0259359,-0.117969,0.0269703,0.970712,-0.0596452,-0.232725,3.68723,0.0474067,0.9972,-0.0578363,-0.334275,0.235523,0.0451096,0.970821,8.38825,0.209564,-0.953201,0.217923,0.248158
3134,4.96712,2.86736,9.66893,1.49581,5,4,C4b3a,0,-1.87731,-1.21283,2.86736,-1.87731,-1.21283,2.86736,0.989811,0.140167,-0.0222059,0.0116314,0.998743,-0.0292509,-0.0406986,4.93712,0.0168008,0.960436,-0.277994,-7.87326,0.0472199,0.276961,0.95972,1.22707,0.984381,-0.15595,0.0816867,0.285753
3133,1.88583,3.74496,6.57232,0.636565,5,3,C4c4c,1.03305,1.76273,0.670154,-2.22E-16,2.23998,0.851592,-0.898057,0.994355,0.0770529,-0.0410714,0.0602899,0.989357,-0.126228,-0.0723881,8.81499,0.11357,0.980856,-0.158188,1.45616,0.0909701,0.148283,0.984752,-0.964041,0.726175,-0.387072,0.568194,0.212616
3132,2.04433,0.232057,8.12736,4.28772,5,6,C4b4b,0.823577,0.876275,-1.847,0.232057,1.16618,-2.45807,0.701984,0.885955,0.414168,0.20777,-0.0194836,0.912904,0.206627,0.352012,8.39972,0.137581,0.65617,-0.741965,0.770701,-0.384289,0.725773,0.570592,0.437953,0.893045,0.448002,-0.0420112,0.964494
3131,4.32038,4.19631,5.48827,1.1342,5,2,C4c2X,0.444568,0.188764,-4.31625,1.29492,0.208188,-4.7604,1.29492,0.939912,0.241263,-0.21579,0.108597,0.883283,-0.308267,-0.353246,1.55601,0.100019,0.859998,-0.500399,-9.50717,0.458047,0.406663,0.790454,-1.10771,0.706649,-0.63204,0.318076,0.69685
3130,4.25188,2.47056,5.33789,0.248576,5,5,C4b4b,3.92601,2.48969,3.44672,0,2.83561,3.92561,-3.88131,0.997107,0.0607549,-0.0447402,0.00915663,0.995829,-0.0236967,-0.0881089,5.28103,0.0128239,0.99245,-0.121978,5.91415,0.0903342,0.120339,0.988614,-3.66945,0.799359,-0.588652,0.120475,0.152156
3129,4.33695,4.20714,8.55302,1.7991,5,5,C4b4b,0.507905,3.06608,3.06729,-5.55E-17,3.16336,3.16461,-0.488908,0.970164,0.11426,-0.0751371,-0.200202,0.908547,0.371288,-0.191541,3.80406,-0.405628,0.893727,-0.191617,4.58705,0.10004,0.251787,0.962598,-1.94728,0.471273,-0.309908,-0.825748,0.48978
3128,1.08648,2.14604,9.96643,2.9274,5,6,C4b4b,1.26882,0.775396,-0.761059,2.14604,1.48401,-1.45657,2.936,0.900008,0.316377,0.29767,0.0358262,0.820218,0.123864,0.558481,5.50723,0.25284,0.797245,-0.548154,-0.316976,-0.513142,0.590812,0.622596,0.330436,0.725846,0.682929,0.0821941,0.902016
3127,3.03639,3.24686,7.08646,0.317928,5,5,C4b4b,2.93884,2.73824,1.31215,0,3.01388,1.44424,-2.9229,0.984319,0.0301063,-0.0424897,-0.168539,0.939579,0.329233,-0.0937949,5.50499,-0.33435,0.941377,-0.0449461,-4.7295,0.0734986,0.0735907,0.994576,-3.28663,0.170671,-0.240871,-0.955433,0.354656
3126,4.43517,3.04255,6.3878,4.07276,5,6,C4b4b,0,-1.40259,-4.20755,3.04255,-1.40259,-4.20755,3.04255,0.985807,0.135671,0.024222,-0.0958704,0.980444,0.195592,0.0217428,2.19272,-0.182447,0.944805,-0.272135,-7.75356,-0.0737701,0.262846,0.962013,1.9582,0.808132,0.14428,-0.571058,0.337362
3125,1.14744,2.21304,7.63123,3.96507,5,2,B2XXX,0.711196,1.141,0.121379,0,1.84744,0.19653,-0.0330942,0.932165,0.310967,-0.0082627,0.185201,0.931264,-0.350415,0.0997786,9.31566,0.340138,0.738,-0.582806,1.65693,0.130587,0.576685,0.806462,-1.29321,0.858945,-0.022823,0.511558,0.740897
3124,2.99338,1.67161,5.94647,2.81777,5,6,C4b4b,1.04898,0.0278253,-2.99325,1.67161,0.0278864,-2.99982,2.72057,0.999995,0.00313255,2.91E-05,3.65E-06,1,-7.11E-06,5.82E-05,4.30504,7.47E-06,0.99998,-0.00626507,-2.48382,-5.82E-05,0.00626507,0.99998,2.72355,0.999956,0.00929196,0.00116367,0.00626539
3123,3.07963,3.3235,6.26192,3.49208,2,5,B2XXX,-0.272605,-1.58752,-2.31498,2.0338,-1.7417,-2.5398,2.0338,0.932769,0.357163,-0.0470266,0.0128233,0.995248,-0.0575147,-0.0785699,2.45435,-0.00966993,0.74454,-0.667507,1.0162,0.0968899,0.665095,0.740446,5.46572,0.990815,-0.130458,0.0355735,0.737551
3122,0.379779,3.2376,8.51727,0.454088,5,5,C4b4b,2.14613,0.29623,0.237655,4.44E-16,0.367177,0.294574,-2.1442,0.999596,0.0135742,-0.0162788,-0.0189203,0.998754,0.0373834,-0.0330581,7.88317,-0.0382673,0.998916,-0.0265214,0.339548,0.0320307,0.0277534,0.999101,-2.34882,0.477764,-0.572956,-0.66593,0.0568314
3121,2.26801,0.951651,5.64147,0.0936502,5,3,C4b4b,0.105839,0.387045,-0.617737,0,0.387045,-0.617737,-0.105839,0.982316,0.164465,0.0824714,-0.0347229,0.983986,0.0953451,0.150605,2.56299,-0.0410905,0.943491,-0.32884,-5.36883,-0.173447,0.317386,0.9323,-2.2336,0.8784,0.440477,-0.185454,0.376688
3120,2.99156,2.96049,5.02568,0.16587,3,6,B4cXX,0.434621,2.56724,1.92337,-0.377004,2.39417,1.79371,-5.55E-17,0.984567,0.166341,-0.0430116,0.0333035,0.994082,-0.0798883,-0.073616,7.59068,0.0512699,0.942443,-0.330413,1.77062,0.095775,0.324683,0.940961,-0.21391,0.950467,-0.245766,0.190295,0.351832
3119,0.196583,4.99182,7.41005,4.24842,5,5,C24bX,-2.24811,0.0899124,-0.174817,0,-0.927048,1.80246,0.331927,0.879551,0.136302,-0.386096,0.242368,0.584375,-0.531601,-0.613112,3.2244,0.321098,0.845359,-0.426923,-4.15823,0.745252,0.052614,0.664703,-1.62884,0.286465,-0.811459,0.509385,0.991758
3118,1.17613,1.31349,5.72687,3.12995,5,2,B2XXX,0.371453,0.8682,-0.793419,0,1.10019,-1.00543,-0.198012,0.935771,0.3446,0.0487964,-0.0565905,0.988833,0.139542,0.0523223,4.59601,-0.0722809,0.756097,-0.650456,-3.26812,-0.130327,0.639411,0.757739,-4.42275,0.977288,0.138387,-0.160491,0.720715
3117,0.976499,1.40097,6.18641,2.49638,5,4,C4c4c,1.7377,0.441107,0.871191,1.40097,0.778169,1.53689,2.97031,0.999542,0.01692,0.0237164,-0.00821093,0.99874,0.0172169,0.0471332,2.90679,-0.0156118,0.999293,-0.034214,7.34473,-0.0476889,0.0334351,0.998302,3.06886,0.559,0.783537,-0.271271,0.0605459
3116,0.289597,0.810976,7.25521,1.97331,5,4,C4c4c,1.60544,0.207754,-0.201754,0.810976,1.32175,-1.28358,1.21854,0.991365,0.121943,0.0462485,-0.0136476,0.99535,0.038339,0.0883699,6.68467,-0.0157802,0.969887,-0.243043,-5.88371,-0.0950268,0.240518,0.965982,-0.429471,0.929935,0.352689,-0.104076,0.26302
3115,4.40588,3.48201,7.05891,0.591835,5,4,C3c3c,1.45518,-3.9187,-2.01384,3.48201,-3.95792,-2.03399,4.93652,0.999611,0.00976462,-0.0243462,0.00944508,0.998636,-0.0193583,-0.0484891,2.82217,0.0184074,0.999631,-0.0199815,-0.10439,0.048858,0.0190617,0.998624,5.30435,0.350237,-0.87325,0.338776,0.0557673
3114,0.248819,3.75305,7.76121,2.31132,6,2,B2XXX,-0.594328,0.196855,-0.152181,3.75305,-0.258584,0.199901,3.90084,0.98921,0.129662,0.053552,0.0422301,0.990698,-0.0696617,0.1169,5.65006,0.0974362,0.962809,-0.252002,-4.31413,-0.094997,0.261048,0.96064,1.65177,0.88504,0.365533,0.288253,0.294066
3113,4.83789,0.385894,6.20358,1.97764,5,3,C4a4a,0,4.79535,-0.640171,0,4.79535,-0.640171,-6.66E-16,0.899439,0.382291,-0.0916329,-0.190962,0.910274,0.273456,-0.310842,8.79962,-0.413578,0.634774,-0.652698,-0.449852,0.0188306,0.722692,0.690914,-0.881037,0.874715,-0.209664,-0.436937,0.904624
3112,2.58954,0.532415,8.64229,4.59074,5,4,C4c3c,1.72017,1.74173,-1.91627,0.532415,2.39138,-2.63103,1.95581,0.928372,0.306152,0.18579,-0.0993882,0.911208,0.298298,0.284108,6.2469,-0.0707789,0.792786,-0.605376,4.02242,-0.40582,0.531515,0.743507,5.89989,0.823761,0.499903,-0.267423,0.761574
3111,0.0983198,1.10603,9.41285,3.82921,5,6,C24bX,-1.79003,0.0188773,-0.0964905,1.10603,-0.324168,1.65697,1.21513,0.994697,0.0411138,-0.0766062,0.0549379,0.982227,-0.115592,-0.147883,1.72378,0.102994,0.990583,-0.0902088,-7.41471,0.156917,0.0733744,0.984882,-0.983914,0.399766,-0.744873,0.534183,0.206054
3110,3.11685,4.88532,7.94614,2.60717,2,5,B2XXX,0.421046,-2.84826,-2.0986,4.15453,-2.50929,-1.84885,4.15453,0.975609,0.219436,0.0057546,0.00125006,0.999931,8.64E-05,0.0117771,3.77277,0.00496467,0.903693,-0.428153,1.90457,-0.0106799,0.428181,0.90363,5.965,0.99964,0.0262151,0.00569466,0.442634
3109,1.7008,1.70066,6.77076,3.5001,3,2,C4b1X,-1.7008,8.88E-16,1.11E-16,1.08696,3.55E-15,-3.33E-16,1.08696,0.997187,0.0665611,0.0339144,0.006052,0.997626,-0.00755519,0.0684438,4.74139,0.0165847,0.991066,-0.132337,0.647977,-0.0668324,0.133158,0.988839,-2.69411,0.888098,0.452506,0.0807494,0.150037
3108,3.79152,3.42595,9.62046,0.372607,5,5,C4b4b,1.92199,1.78665,3.34417,4.44E-16,1.89603,3.54892,-1.90792,0.997216,0.052066,-0.0308123,0.043592,0.994301,-0.0901499,-0.0569136,8.1021,0.0837328,0.990778,-0.106529,0.420121,0.0659923,0.101156,0.992679,-2.26322,0.698227,-0.413205,0.584587,0.149277
3107,0.620402,3.05681,8.16022,3.5949,5,5,C4b4b,3.57468,0.0305657,0.619649,-4.44E-16,0.103051,2.08913,-3.25787,0.977567,0.210171,-0.0118802,0.00701758,0.999619,-0.018714,-0.0202775,1.24915,0.00872658,0.911558,-0.41108,3.51629,0.0261771,0.410746,0.911374,-6.53313,0.997852,-0.0564046,0.0333181,0.424426
3106,1.00819,2.61384,8.3318,3.9205,5,6,C24bX,-3.69755,0.931869,-0.384803,2.61384,-2.40963,0.995025,3.38996,0.982731,0.177462,0.0421136,-0.0312026,0.994506,0.0762746,0.0716982,5.07853,-0.0463803,0.935067,-0.351423,-1.91157,-0.0938472,0.346166,0.933468,1.10291,0.959045,0.227592,-0.168626,0.372225
3105,1.17599,0.283878,7.3128,2.20148,5,3,C4c4c,1.37027,1.12148,-0.353888,0,1.23611,-0.39006,-1.36499,0.999559,0.0168334,-0.0107961,-0.0219459,0.998804,0.043509,-0.0223215,6.53929,-0.0442359,0.99847,-0.033178,-5.40323,0.0208438,0.0341257,0.9992,-3.61622,0.566957,-0.363618,-0.739149,0.0593902
3104,0.962664,2.82068,8.62438,2.6914,5,5,C4b3b,1.75219,0.094237,0.95804,8.88E-16,0.21536,2.18941,-1.24065,0.924066,0.379736,-0.0420988,0.0114253,0.996194,-0.0530883,-0.069127,5.29328,-0.0108575,0.71134,-0.702764,3.01375,0.0864813,0.70084,0.708056,-3.72784,0.993467,-0.110139,0.0298908,0.784424
3103,4.36213,4.45944,5.7325,0.917361,5,3,C4b4b,0.901735,-0.305112,1.47343,0,-0.305112,1.47343,-0.901735,0.991779,0.123444,0.0336907,0.00129803,0.997726,0.00574313,0.067148,1.10019,0.0108926,0.96952,-0.244771,-3.64925,-0.066507,0.244946,0.967253,-3.24404,0.964666,0.26328,0.0101436,0.256635
3102,4.37617,0.504576,5.15447,3.85019,5,2,C22XX,-3.65558,4.37485,-0.107309,0.504576,0.790608,-0.0193926,-0.208655,0.952991,0.280234,-0.105966,0.0452569,0.973446,-0.145649,-0.176604,6.49781,0.0268683,0.838841,-0.543713,1.86798,0.227334,0.52453,0.82048,-2.23816,0.924869,-0.349724,0.149363,0.615675
3101,0.812331,0.219682,9.62675,2.98864,5,6,C4b3b,1.23988,-0.520143,-0.623966,0.219682,-0.649471,-0.779108,1.443,0.996448,0.0616934,-0.0535975,0.0203214,0.993429,-0.0471117,-0.104307,4.46149,0.0338852,0.991562,-0.125127,-4.34984,0.109322,0.12077,0.986642,1.53048,0.732593,-0.636456,0.241311,0.168625
3100,1.73958,0.848245,5.11211,4.42175,5,2,C22XX,-1.12264,1.73945,-0.021176,0.848245,0.901657,-0.0109768,0.101041,0.90609,0.280784,-0.296771,-0.109946,0.799678,0.0325843,-0.599544,7.29275,-0.365898,0.818144,-0.443575,1.84849,0.47606,0.574089,0.666175,0.641197,0.66366,-0.701445,-0.259867,0.873694
3099,4.53038,1.49028,5.54797,1.47565,5,6,C4b4b,0.203831,3.34818,-3.0519,1.49028,3.39866,-3.09791,1.68233,0.955797,0.0805127,0.149771,-0.239872,0.84006,0.482655,0.247676,5.86943,-0.434421,0.871958,-0.22576,-5.89715,-0.324927,0.0820557,0.942172,0.362077,0.273827,0.509378,-0.815814,0.596876
3098,1.0552,4.40064,8.22753,3.06919,3,2,C4b1X,-1.0552,-1.78E-15,0,0.117321,0,-2.22E-15,0.117321,0.999998,0.000586756,0.00179019,-0.000893582,0.999992,0.00178926,0.00357933,5.46712,-0.00178506,0.999998,-0.00117671,-1.19758,-0.00358142,0.00117031,0.999993,-2.97287,0.281407,0.858572,-0.42856,0.00417016
3097,2.8154,2.57149,6.46399,1.02473,5,5,C4b4b,0.115855,0.76128,2.71053,2.78E-17,0.772753,2.75137,-0.107806,0.979343,0.182884,-0.035912,-0.0784252,0.98512,0.140475,-0.0990257,4.95349,-0.166746,0.920806,-0.35258,5.22766,0.0416549,0.363845,0.930528,0.174146,0.90445,-0.177602,-0.38785,0.407217
3096,3.18698,0.364208,8.23355,4.11724,5,3,C24aX,-2.33958,2.6546,-1.76351,0,0.720796,-0.47884,0.289235,0.900175,0.341528,-0.0527631,-0.265064,0.853914,0.441168,-0.276046,7.66754,-0.513248,0.6262,-0.586899,-4.69966,-0.0860613,0.642841,0.761149,-1.11803,0.784171,-0.121148,-0.608604,0.901248
3095,3.23653,0.843555,6.04395,0.0829065,5,4,C4c4c,3.40405,1.00554,-3.07637,0.843555,1.15983,-3.54841,4.21118,0.997262,0.0738995,0.00244829,0.0006754,0.999987,-0.000985247,0.00498299,7.06912,0.00170896,0.989077,-0.147391,-2.28956,-0.00478334,0.147398,0.989066,4.36901,0.99941,0.0331104,0.00913404,0.148021
3094,1.64757,2.94398,5.03783,1.16787,5,4,C4b4a,0,0.0894815,-0.363062,2.94398,0.0894815,-0.363062,2.94398,0.959258,0.237847,0.0343713,0.148563,0.953496,-0.26867,0.136612,4.22558,0.30137,0.842716,-0.446101,-2.62324,0.00472845,0.466526,0.884495,1.16522,0.841846,0.121655,0.525829,0.572862
3093,0.249139,1.92676,6.32715,0.157644,3,2,C4b1X,-0.249139,-4.44E-16,8.88E-16,0.466352,1.78E-15,-8.88E-16,0.466352,0.995891,0.0271481,-0.0053016,0.0862318,0.985072,-0.172043,-0.00587757,3.93812,0.171467,0.983654,-0.0549875,4.5767,0.0152417,0.0531589,0.99847,0.583695,0.299782,-0.0585427,0.95221,0.181368
3092,2.11006,4.52674,6.25261,0.176674,2,3,B1XXX,-2.11006,4.44E-16,-8.88E-16,2.98662,-4.44E-16,-4.44E-16,2.98662,0.993617,0.0828743,0.0442257,0.0624657,0.988284,-0.116804,0.0982403,3.32412,0.131464,0.97846,-0.159165,3.16345,-0.0775331,0.170216,0.982352,3.16674,0.734638,0.392038,0.553727,0.226101
3091,0.484275,1.23879,9.94726,0.341332,5,5,C4b4b,2.2955,0.459346,0.153373,8.88E-16,2.03131,0.678241,-1.58832,0.895124,0.0353782,-0.390876,0.211468,0.604995,-0.406236,-0.684801,2.41028,0.350922,0.90806,-0.228651,-7.23427,0.714727,-0.101979,0.691929,-4.32128,0.0793556,-0.87676,0.474336,0.924176
3090,4.19079,0.686825,8.58609,4.29313,6,2,B2XXX,-6.00433,3.99723,-1.25892,0.686825,-1.30353,0.410543,2.9599,0.979745,0.0602419,0.183422,0.0531758,0.927057,-0.0820979,0.365821,5.53264,0.126297,0.987087,-0.0985361,-1.77641,-0.353007,0.137551,0.925454,-2.1723,0.300832,0.915962,0.265546,0.403228
3089,3.89808,2.59157,7.29705,3.10728,5,5,C4b4b,1.15314,3.75721,1.03848,-4.44E-16,4.11522,1.13743,-1.09168,0.961123,0.0778844,-0.143469,-0.222696,0.859646,0.405729,-0.310471,3.41874,-0.450425,0.888681,-0.0858131,3.64544,0.241093,0.213613,0.946702,-4.37497,0.282066,-0.519586,-0.806517,0.559512
3088,0.940899,1.56212,5.18906,2.73237,5,6,C4b4b,6.80592,0.212462,-0.916597,1.56212,1.10623,-4.77246,7.09872,0.950363,0.301218,0.0501818,0.0596577,0.987845,-0.0831616,0.131322,2.72549,0.143624,0.811417,-0.566546,-1.74688,-0.059442,0.578521,0.813499,8.94444,0.968104,0.161282,0.191737,0.63279
3087,4.87575,4.36754,9.00535,2.96403,1,1,AXXXX,0,4.87356,-0.146173,2.93886,4.87356,-0.146173,2.93886,0.91298,0.407847,-0.0109506,-0.00286762,0.999744,-0.00369616,-0.0223344,3.30982,-0.0141685,0.667305,-0.74465,-5.39534,0.0176562,0.744776,0.667081,-4.26082,0.999615,-0.0268394,-0.00702841,0.840534
3086,1.90662,0.844759,9.97522,1.18876,5,5,C4b4b,2.01655,1.84239,0.49071,-1.11E-15,3.02175,0.804825,-1.60527,0.944781,0.105899,-0.301264,-0.0735797,0.807652,0.0752265,-0.584841,6.34193,-0.20284,0.966743,-0.155769,0.215302,0.553673,0.244436,0.796051,-0.774692,0.323156,-0.919323,-0.224533,0.66774
3085,1.03277,2.85095,6.47831,0.103184,5,3,C4c4c,2.31137,1.02909,0.0870896,0,2.64442,0.223792,-1.64756,0.905018,0.425353,0.00164659,-0.00392724,0.999964,0.00850921,-0.000360534,7.87327,-0.00570768,0.638119,-0.769916,-2.13891,-0.00632131,0.769891,0.638145,-4.65688,0.99995,0.00387093,-0.00923244,0.87875
3084,3.38249,2.0239,7.33834,1.42735,5,5,C24bX,-4.00499,3.37801,-0.174031,0,-0.273968,0.0141145,-1.63328,0.949601,0.242565,-0.198041,-0.0141117,0.921161,-0.0692751,-0.382967,6.79152,-0.122877,0.881926,-0.455091,0.113769,0.369275,0.46627,0.803883,0.57439,0.773831,-0.631791,-0.045019,0.63767
3083,4.30296,4.58105,6.99179,2.3202,5,4,B4aXX,0,3.23918,2.83251,0,3.23918,2.83251,-6.66E-16,0.891441,0.389794,0.0255161,-0.229657,0.893213,0.429344,-0.133545,6.80991,-0.389559,0.590637,-0.706676,5.20214,-0.22453,0.683236,0.69482,-0.242911,0.860213,0.0563101,-0.506817,0.940561
3082,0.166175,4.09694,6.94331,0.827861,5,3,C4c3c,2.24528,0.076242,0.147653,0,0.706998,1.36919,-1.77518,0.932199,0.352944,-0.0610811,-0.0520011,0.98713,0.0538344,-0.150586,6.10013,-0.140067,0.745453,-0.651676,-1.96713,0.0771724,0.664381,0.743399,-4.72102,0.975131,-0.168758,-0.143671,0.740708
3081,0.0068508,0.520255,5.01785,2.7434,5,5,C4b4b,0.173392,0.00320475,0.006055,-8.88E-16,0.0235569,0.044508,-0.167845,0.953614,0.091167,-0.0876588,0.273175,0.835383,-0.53699,-0.117376,4.95704,0.505024,0.834128,-0.221769,2.34385,0.216994,0.125984,0.968009,-1.87693,0.302849,-0.291195,0.907463,0.611548
